MOVIE_TITLE;RELEASE_YEAR;RATING_AVG;RATING_CRITICS;RATING_AUDIENCE;VOTES_COUNT
Diamanti sporchi di sangue;1977;5,8;6,25;5;20
Whistle Stop;1946;6,3;7;6;13
Los ultimos dias;2013;5,6;5,5;6;44
Joe;1970;8;8;8;4
Admission;2013;5,5;6;5;17
Dallas Buyers Club;2013;7,2;7,11;7;401
Cuban Fury;2014;5;;5;9
Silent Night;2012;5,6;6;5;33
The Immortal Voyage of Captain Drake;2009;3,6;;4;5
Lost Signal;2007;3;2;4;3
Luck;2003;3;4;2;3
Der Ball ist ein Sauhund;1999;5,9;6;6;5
The Heat;2013;5;5,2;5;77
Will;2011;4,5;4,67;4;18
Wrong Turn 5: Bloodlines;2012;3,9;4;4;13
w Delta z;2007;4,6;4;5;10
The Bed Sitting Room;1969;6,3;5;8;3
Jackass: The Lost Tapes;2009;4,3;2;7;3
Jing wu ying xiong;1994;9;10;8;8
Sadie Thompson;1928;8,5;;9;4
The Saphead;1920;6;5;7;3
Don gato y su pandilla;2011;3,3;;3;3
Sedia elettrica;1969;2;2;2;3
Christmas Magic;2011;5,2;;5;9
Con cuore puro - Un documentario sull'incerto universo amoroso;2012;4,8;5,5;4;3
The Matinee Idol;1928;6,4;6;7;5
Duns Scotus;2011;3,9;4;4;5
Percy Jackson: Sea of Monsters;2013;5;5;5;73
Summer in February;2012;4,4;3;6;8
Turbo;2013;5,4;5,5;5;59
Dark Skies;2013;5,8;6,25;5;109
Into the Grizzly Maze;2013;5,7;5,67;6;15
Benvenuto presidente!;2013;5,2;5,13;5;144
Pioner;2013;5,5;;6;4
La donna della domenica;2011;3;2;4;3
Vehicle 19;2013;4,5;4;5;25
All Is Lost;2013;6,9;7,2;7;167
Le Weekend;2013;6,1;6,27;6;46
Number Seventeen;1932;5,9;5,67;6;20
Ghosts on the Loose;1943;5,8;;6;5
Santa Barbara;2012;3;;3;5
Nebraska;2013;7,6;7,66;8;317
En solitaire;2013;5,8;5,5;6;47
Angel on My Shoulder;1946;6,3;;6;4
Jopog manura;2001;5,7;;6;3
Un Natale con i Fiocchi;2012;4,3;4,4;4;33
Rogue River;2012;3,6;;4;7
One Thousand and One Nights;2012;3,2;3;3;7
Duke;2012;6,7;;7;3
Anni felici;2013;6,2;6,57;6;101
Las doce sillas;1962;7,3;;7;3
La muerte de un burocrata;1966;7,3;8;7;7
Two Hands;1999;7,1;8;6;13
Skinned Deep;2004;6;8;4;5
Alien Origin;2012;2,3;2;3;7
Clandestinos;2007;6,2;6;6;7
The World's End;2013;6,6;6,36;7;196
Frozen;2013;6,6;6,72;6;224
The Hangover Part III;2013;4,7;4,38;5;193
The Conjuring;2013;6,5;6,26;7;247
300: Rise of an Empire;2014;5,1;5,75;5;156
Qui a envie d'etre aime?;2010;4,5;4;5;12
Song 'e Napule;2013;6,5;6,71;6;152
The Doors: Live at the Hollywood Bowl;2012;6,7;7,33;6;10
Fading Gigolo;2013;5,4;5,35;5;130
Suzanne;2013;7,3;7,5;7;3
12 Wishes of Christmas;2011;5,7;;6;3
Vorrei vederti ballare;2010;5,2;5;5;11
Plan de table;2012;5,1;5,17;5;28
Afternoon Delight;2013;6,5;;7;4
Ain't Them Bodies Saints;2013;6,1;6,45;6;41
C.O.G.;2013;6,4;6;7;6
Concussion;2012;6,3;;6;7
The Truth About Emanuel;2013;5,2;4,67;6;12
Fruitvale Station;2013;6,6;6,45;7;43
In a World...;2013;6,5;7,25;6;18
The Spectacular Now;2013;6;5,67;6;39
Toy's House;2013;6,1;6,2;6;11
Upstream Color;2013;7,1;7,67;7;25
Viva la liberta;2013;6,8;6,72;7;191
Reasonable Doubt;2013;4,8;4,6;5;63
El Dorado;2010;2,3;1;4;15
Runner Runner;2013;4,1;4;4;50
The Internship;2013;4,7;4,5;5;86
The Pervert's Guide to Cinema;2006;7,4;7,5;7;29
A Christmas Wedding Tail;2011;5,7;;6;3
Il tunnel sotto il mondo;1969;4,2;4,33;4;6
Interior. Leather Bar.;2013;6,2;6,75;6;14
Halley;2012;6,9;6;8;8
kink;2012;3,8;;4;4
Hell Baby;2013;4,9;5,5;4;5
Grosse Freiheit Nr. 7;1944;6,8;6;8;3
Jackass 3.5;2011;3,7;2;5;6
Metro Manila;2012;6,9;6,5;7;17
Crystal Fairy;2013;6,4;6;7;5
Krugovi;2013;7,4;8;7;8
Grand Central;2013;6,6;7,25;6;6
V/H/S/2;2013;6;5,8;6;28
Shin Kyuseishu densetsu Hokuto no Ken - Toki den;2007;6,2;6;6;4
A.C.O.D.;2013;5,2;;5;5
Breathe In;2013;5,2;5,4;5;22
The East;2013;6,1;5,92;6;41
Prince Avalanche;2013;6,4;6,5;6;8
Sweetwater;2013;6,2;6,1;6;70
The Way, Way Back;2013;6;5,83;6;50
Jason Becker: Not Dead Yet;2012;7,7;8;7;5
A Many Splintered Thing;2014;6,1;7;5;27
The Grand Seduction;2013;6,2;6;6;12
sxtape;2013;2,4;;2;12
Her;2013;7,2;6,94;7;459
The Christmas Pageant;2011;4,3;2;7;5
La influencia;2007;8;8,2;8;9
Naufragio;2010;7,6;8;7;6
Skjult;2009;7;7;7;3
Die Tur;2009;6,6;7;6;5
The Package;2013;4;4;4;14
The Purge;2013;6;6,05;6;260
Mr. Peabody & Sherman;2014;6,2;5,88;7;53
Amer;2009;7,3;7,5;7;51
The Perfect Host;2010;7,6;;8;5
Phil Spector;2013;6,2;6,4;6;31
Behind the Candelabra;2013;6,9;7,31;7;135
Camp Hell;2010;5,3;8;3;5
Joe;2013;6,6;6,61;6;120
The Secret Life of Walter Mitty;2013;6,3;5,97;7;263
Out of the Furnace;2013;6,8;7,05;7;176
Sin City: A Dame to Kill For;2014;6,1;6,29;6;190
Devil's Pass;2013;5;5;5;42
Bad Milo;2013;5;6;4;13
Stalingrad;2013;5,2;;5;24
Signorina Giulia;2012;6,5;8;5;3
Sound City;2013;6,8;7;7;7
Magic Magic;2013;7,1;7,4;7;26
Horns;2013;6,3;6,6;6;24
The F World;2013;5,8;;6;15
Child of God;2013;6,7;7,14;6;16
Smooch;2011;5;;5;7
Company of Heroes;2013;4,5;4,67;4;15
Blackfish;2013;6,1;6,6;6;11
Five Dances;2013;7,8;8;8;4
Samsara;2011;7,7;7,33;8;20
Officer Down;2013;4,3;4;5;15
As I Lay Dying;2013;7,4;7,6;7;15
Forced to Fight;2011;4,6;;5;5
Sunlight Jr.;2013;4,6;4,5;5;15
Homefront;2013;5,3;5,33;5;59
Cold Harvest;1999;8,8;8;10;3
Cobra Woman;1944;6,5;6,5;7;8
Nora-neko rokku: Sekkusu hanta;1970;3,8;;4;4
Kataude mashin garu;2008;4,8;4;6;5
Linda Linda Linda;2005;7;7;7;4
Dirty Wars;2013;7,7;;8;3
God Loves Uganda;2013;8;7;9;3
La caja 507;2002;5;4;6;3
The Good Witch's Charm;2012;2,2;1;3;7
Sherlock Holmes;2010;4,4;4;5;11
The Last Christmas;2010;3,4;;3;7
Mandie and the Forgotten Christmas;2011;4,5;2;7;3
We're the Millers;2013;5,8;5,82;6;144
Pure Country 2: The Gift;2010;5;;5;3
Il processo;1978;5,9;5,67;6;8
Attenti a quei tre;2004;2,7;;3;6
Gloria;2013;6,5;6,63;6;106
Pussy Riot - A Punk Prayer;2013;6,8;8;6;10
Al Midan;2013;7,5;8;7;17
Nugu-ui Ttal-do Anin;2013;7;7,25;7;7
Who is Dayani Cristal?;2013;6,3;6;7;3
Zimtstern und Halbmond;2010;2,3;;2;3
Heidi;2005;3,2;2;4;6
The Christmas Hope;2009;4,3;;4;3
Fantaghiro 5;1996;2,9;2,67;3;9
Fantaghiro 4;1994;4;4;4;8
Muscle Shoals;2012;7;7,5;7;4
Wrong Cops;2013;6,6;6,4;7;25
Foxcatcher;2014;7,4;7,69;7;236
Blue Caprice;2013;7,3;8;7;5
Computer Chess;2013;5,7;4;7;5
Escape from Tomorrow;2013;5,6;6;5;10
I Used to Be Darker;2012;7,4;8;7;7
It Felt Like Love;2013;6,8;6,5;7;4
This Is Martin Bonner;2013;6,5;7;6;4
3 Days to Kill;2014;5,2;5,29;5;103
Eastern Boys;2012;7,3;8;7;22
Scusate il disturbo;2009;2,3;;2;3
Fear Itself: Spooked;2008;3,7;;4;3
Fear Itself: Family Man;2008;4;;4;3
Fear Itself: In Sickness and in Health;2008;6,5;;7;4
Fear Itself: Eater;2008;6,1;6;6;5
Fear Itself: Skin and Bones;2008;5,3;;5;3
Commissaire Cordier: Classe tout risque;2008;5,7;;6;3
Les Cordier, juge et flic: Nee en prison;1999;1;;1;3
20 ans d'ecart;2013;5,5;5,38;6;65
Which Way Is in the Front Line from Here? The Life and Time of Tim Hetherington;2012;7,4;8;7;6
A Thousand Times Good Night;2013;6,7;6;7;6
W imie...;2013;7,7;8;7;10
Le dernier des injustes;2013;8;8;8;9
Le Passe;2013;7,2;6,96;7;136
At Middleton;2013;5,4;6;5;11
Death Race 3: Inferno;2013;3,9;;4;10
Fist of the North Star;1995;4,7;5,5;4;15
Jao nok krajok;2009;8,8;9;9;5
Lake Effects;2012;4;4;4;5
La mia mamma suona il rock;2012;2,4;2;3;10
This Is the End;2013;6,1;5,94;6;188
Ice;2011;6,8;;7;6
Lucky Christmas;2011;4;;4;4
Wedding for One;2010;4,8;;5;8
I Am in Space;2012;6,8;7;7;6
Der Seewolf;2008;3,8;2;6;3
Les gamins;2013;4,6;4;5;8
Je fais le mort;2013;5,7;6;5;14
Emilie Richards - Denk nur an uns beide;2010;3,4;;3;5
Bras Cubas;1985;5,6;6;5;9
Cenerentola;2012;5,5;4;7;4
Phantom;2013;5,1;5;5;14
Snowpiercer;2013;6,8;6,7;7;488
I, Frankenstein;2014;3;2,33;4;55
La Danza de la Realidad;2013;6,6;6,38;7;25
The Art of the Steal;2013;4;3,33;5;27
Le tueur;2007;3,5;4;3;6
Jiro Dreams of Sushi;2011;7,5;7;8;15
Gaturro: la pelicula;2010;4,5;6;3;3
In 3 Tagen bist du tot;2006;2,6;2;3;8
Carnal Innocence;2011;5,6;;6;7
Roma wa la n'touma;2006;6,8;6,67;7;9
O Estado do Mundo;2007;4,5;5;4;5
Svecenikova djeca;2013;5,5;5,33;6;17
Rubinrot;2013;5;;5;14
Miami Golem;1985;2,2;;2;5
Turistas;2009;8,3;6,5;10;3
August;2008;6,7;9;4;16
Devil Seed;2012;4,6;;5;9
Shohei Imamura - Le libre penseur;1995;7,3;8;7;3
Romulus, My Father;2007;6;;6;5
La brutta copia;2002;3,7;4;3;10
Sherlock - The Hounds of Baskerville;2012;7,5;7,6;7;29
Sherlock - The Reichenbach Fall;2012;7,7;8,6;7;39
The Hobbit: The Battle of the Five Armies;2014;6,3;6,32;6;248
100% cachemire;2013;5,3;5,5;5;15
Dans la cour;2014;6,2;6,5;6;29
Ghost Team One;2012;3;;3;4
The Dirties;2013;6,3;7;6;3
The Tower;2013;5,5;;5;15
Grown Ups 2;2013;4;4;4;50
Red: Werewolf Hunter;2010;4;5;3;3
La terra e il vento;2013;4,7;4;5;4
Non-Stop;2014;5,8;5,5;6;113
Les salauds;2013;6,9;7,1;7;28
Happy People: A Year in the Taiga;2011;6,3;5;8;10
Kung-fu master!;1988;8,2;8;8;5
Bittere Ernte;1985;7,3;8;7;3
Ni Guang Fei Xiang;2012;7,5;8;7;3
Izlet;2011;7,7;7,67;;3
Epizoda u zivotu beraca zeljeza;2013;8,3;7,5;9;3
Gold;2013;7,5;8;7;4
Parde;2013;8;8;8;3
Gerontophilia;2013;7;7,57;6;23
Hotell;2013;3,8;3;5;3
Tom a la ferme;2013;7,2;7,33;7;132
Paladin: Dawn of the Dragon Slayer;2011;2,3;2;3;8
Location Africa;1987;6,1;5,67;7;10
Was ich bin, sind meine Filme;1978;6,1;6;6;8
Bis ans Ende... und dann noch weiter. Die ekstatische Welt des Filmemachers Werner Herzog;1989;6;6;6;6
Mammu, es Tevi milu;2013;7,7;7,67;;3
Myungwangsung;2012;6,9;7;7;5
Hide Your Smiling Faces;2012;7,5;7,67;7;6
Pozitia Copilului;2013;7,1;7,4;7;107
Baek Ya;2012;8,2;9;7;4
Tokyo Kazoku;2013;7,7;8;7;22
Lose Your Head;2013;6,7;;7;3
The Broken Circle Breakdown;2013;6,8;6,71;7;149
The Spirit of '45;2013;6,8;6,88;7;24
Mes seances de lutte;2013;4,8;4;6;6
Youth;2013;6,8;7;7;5
Freier Fall;2013;6,9;7,5;6;13
Materia oscura;2013;7,2;8,13;6;35
Pro urodov i lyudey;1998;8,3;8;9;8
Voyna;2002;6,7;;7;3
Metamorphosen;2013;8,8;8,5;9;3
A Single Shot;2013;5,8;5,6;6;37
Drinking Buddies;2013;5,9;5,75;6;13
Perlasca: Un eroe italiano;2002;5,8;5;7;16
Hungry Hearts;2002;3,7;;4;3
Dias de Nietzsche em Turim;2001;5,1;4,5;6;8
Vic + Flo ont vu un ours;2013;5,2;5;5;5
Uroki Garmonii;2013;5,8;6,5;5;5
Enid;2009;4;4;4;8
Go Fast;2008;5;5;5;9
Beyond Sherwood Forest;2009;2,9;2;4;9
I aionia epistrofi tou Antoni Paraskeua;2013;7;6;8;3
La madre;2014;4,1;4,5;4;12
La ragazza americana;2011;3,9;2;6;5
Il seminarista;2013;5,4;5,33;5;8
Il sud e niente;2013;5,7;6,2;5;31
Spaghetti Story;2013;5,5;5,67;5;17
Zoran, il mio nipote scemo;2013;6,7;6,79;7;123
Midway - Tra la vita e la morte;2013;3,4;2;5;5
Maicol Jecson;2014;4,1;4,4;4;14
La foresta di ghiaccio;2014;5;5;5;42
The Elevator;2013;5;4;6;23
Aquadro;2013;5,9;6,2;6;27
Amoreodio;2013;2,6;1;4;7
Fiabeschi torna a casa;2012;4,2;5;3;8
Slow Food Story;2013;5,3;6;5;3
La maison de la radio;2013;7,5;8;7;6
Ober;2006;7,5;;8;4
De noorderlingen;1992;7;6,5;7;7
Horici ker;2013;7,7;9,67;6;18
La marque des anges - Miserere;2013;5,5;7;4;3
Marius;2013;8;8;8;3
Quai d'Orsay;2013;7;7,5;7;11
The Fifth Estate;2013;5,1;5;5;64
De man die zijn haar kort liet knippen;1966;7,8;8;8;3
Fuck for Forest;2012;3,4;;3;5
Mi manca Riva. Viaggio di un collezionista di figurine;2012;7,9;7;9;7
Il decimo clandestino;1989;4,3;;4;7
Cefalonia;2005;4,9;4,5;5;7
Take Five;2013;5,8;6,14;5;35
Un passo dal cielo - Il film;2012;2,8;1;5;10
Violetta;2011;7;;7;3
Une femme d'honneur: Mort programmee;2003;1;;1;3
Volare - La grande storia di Domenico Modugno;2013;5,2;4,67;6;18
Zulu;2013;6,3;6;7;7
Matterhorn;2013;7,2;7;7;4
Frisch gepresst;2012;6,3;;6;4
...E i cannoni tuonano ancora;1974;1,7;;2;3
Guyana: Crime of the Century;1979;5,5;6;5;3
K2 - La montagna degli Italiani;2012;6,4;;6;7
Detstvo Gorkogo;1938;7,3;;7;3
The Comeback;1978;4,4;3;6;5
Yankee Buccaneer;1952;6;;6;4
Frankenstein's Army;2013;5,2;5;5;15
Expose;1975;4,3;3,67;5;5
The Phenix City Story;1955;6,8;;7;4
The Bone Snatcher;2003;3,3;;3;3
Don't Let Him In;2011;2;;2;3
Hiding in the Spotlight;2011;6,5;;7;4
Supercondriaque;2014;5,9;6,11;6;90
De Wederopstanding van een Klootzak;2013;6,8;7,5;6;4
Moj pes Killer;2013;5;7;3;4
Noche;2013;7,4;7,5;7;7
Elsa & Fred;2014;5,2;5;5;12
Quatre nuits d'un etranger;2013;5;5,33;5;13
Grzeli nateli dgeebi;2013;6,3;7,67;5;9
La Plaga;2013;6,3;8;5;3
Muppets Most Wanted;2014;5,4;;5;10
Shirley - Visions of Reality;2013;7,1;7,5;7;8
Sto lyko;2013;7,8;8;8;4
Die Welt;2012;7,4;7,43;;7
Midnight Clear;2006;6,1;6;6;6
Deep in the Valley                ;2009;4;;4;5
Sit yan fung wan;2009;6,8;6,67;7;13
Suite Noire: On acheve bien les disc-jockeys;2009;2,8;2;4;4
White Epilepsy;2012;8;7,67;8;7
Les Cordier, juge et flic: L'argent des passes;1994;6,3;;6;3
Raunch Girl;2011;4,5;4;5;6
Short Term 12;2013;7,1;7,25;7;27
Holy Ghost People;2013;4,3;;4;3
Girlfriend in a Coma;2012;6,3;6;7;24
Elena;2012;6;7;5;3
O Pagador de Promessas;1962;8,5;;9;4
Milius;2013;7,8;8;8;3
Das letzte Schweigen;2010;7,7;7,75;8;11
The Amazing Spider-Man 2;2014;5,2;5,13;5;210
Into the White;2012;6,4;6,67;6;38
Killing Lincoln;2013;6;6;6;4
The Berlin File;2013;6,3;6;7;17
Bless Me, Ultima;2013;5,5;;6;4
Blue Jasmine;2013;7,3;7,51;7;397
Yves Saint Laurent;2014;6;6,17;6;54
Il capitale umano;2014;7,2;7,44;7;431
L'etrange couleur des larmes de ton corps;2013;6,2;5,89;7;39
The Rover;2014;6,5;6,73;6;118
La Venus a la fourrure;2013;7,7;7,9;8;296
Paradise;2013;2,9;1;5;8
Parkland;2013;6;6,25;6;64
Kvinden i buret;2013;6;5,83;6;50
Big Ass Spider;2013;4,8;4,5;5;11
Plus One;2013;5,3;5,5;5;22
Final Girl;2013;4,6;;5;5
Moliere;1978;8,3;;8;3
The Mighty Macs;2009;5,3;;5;7
Pippi Langstrump;1969;5,1;6;4;7
True Justice: One Shot, One Life;2012;4,3;;4;7
Suite Noire: Tirez sur le caviste;2009;8;8;8;3
Open Windows;2014;5,8;5,33;6;9
Alberto il Grande;2013;7,7;7,5;8;10
Jiao You;2013;8;8,73;7;76
The Green Inferno;2013;5,1;4,95;5;120
The Last Keepers;2013;2,9;;3;7
Sorority Party Massacre;2012;4,7;;5;3
Vase de noces;1975;5,1;2,5;8;5
Cloudy with a Chance of Meatballs 2                ;2013;6,2;6,43;6;51
Green Street Hooligans: Underground;2013;4,1;5;3;9
Seven Below;2012;3,3;;3;6
Family Weekend;2012;4,3;;4;4
The Numbers Station;2013;4,9;4,5;5;47
Vajont '63 - Il coraggio di sopravvivere;2008;7,8;9;7;3
Kommando Leopard                ;1985;5,4;4,5;6;6
I Married a Monster from Outer Space                ;1958;7;7,33;7;13
Tom and Jerry: Robin Hood and His Merry Mouse;2012;3,7;;4;3
Kill for Me;2013;4,7;4;5;11
Swamp Shark;2011;3,6;4;3;17
La planque;2011;4,5;;5;4
Jom kha mung wej                ;2005;4;;4;3
Pippi Langstrump pa de sju haven;1970;5,8;6;6;5
De grands evenements et des gens ordinaires;1979;6,8;8;6;4
Saro sempre tuo padre;2011;3;2;4;8
Suite Noire: Vitrage a la corde;2009;5,9;;6;8
Jug Face;2013;4,7;3,5;6;7
Wara no tate;2013;6,9;7,25;7;42
Prisoners;2013;7,7;7,74;8;433
Riaru: Kanzen naru kubinagaryu no hi;2013;6,1;7;5;6
Jeune & Jolie;2013;6,5;6,68;6;193
White Bird in a Blizzard;2014;6,4;6,45;6;73
Soshite chichi ni naru;2013;7,6;7,44;8;156
Daai wa sai you chi Chui mo chun kei;2013;5;;5;3
Twist of Faith;2013;7,3;;7;4
Amour et turbulences;2013;5,5;5,5;6;10
Night Moves;2013;6,7;6,64;7;29
Doctor Zhivago;2002;6,1;6,5;6;8
Pa rymmen med Pippi Langstrump;1970;6,3;;6;7
Murder, She Wrote: The Last Free Man;2001;5;;5;3
Lo scandalo della Banca Romana;2010;4,1;2;6;7
Sex & Mrs. X;2000;10;;10;3
Francesco Guccini - La mia Thule;2013;3,2;;3;6
Kohayagawa-ke no aki;1961;8;8;8;14
Sono un pirata sono un signore;2013;2,6;2,5;3;15
Bird People;2014;6,7;7;6;5
Realite;2014;7;6,8;7;15
Another Me;2013;3,5;3,67;3;6
Lulu, femme nue;2013;8;8;8;3
Henri;2013;7,8;8,5;7;4
Kaze tachinu;2013;8,2;8,25;8;212
Man Tam;2013;5;;5;3
Milionari;2014;5,3;5,43;5;34
Mercy;2014;5,8;7;5;11
Ride Along;2014;3,9;3,5;4;27
Woman on the Run;1950;7,5;7,75;7;11
Clash of the Empires;2012;1,3;1;2;5
World of the Dead: The Zombie Diaries;2011;2,5;2;3;8
God Save the Green;2012;6,8;8;6;10
Gallowwalkers;2012;4,9;6;4;16
Karol, un Papa rimasto uomo;2006;3,5;;4;17
Gasherbrum - Der leuchtende Berg;1985;6,6;5,5;8;10
Murder, She Wrote: The Celtic Riddle;2003;3,8;;4;5
La ritournelle;2014;5,8;7;5;4
Una vita da sballo;1993;3,3;1;6;3
Grigris;2013;7,5;8;7;3
L'inconnu du lac;2013;7,3;7,65;7;80
Gare du Nord;2013;8,5;9;8;3
Ip Man: The Final Fight;2013;5,7;6;5;27
Il mondo porno di due sorelle;1979;1,9;1;3;13
Sinsegye;2013;7,4;8;7;18
Mongtajoo;2013;7,6;;8;7
Hatsujo kateikyoshi: sensei no aijiru;2003;7,8;8;8;3
Il commissario Montalbano - L'eta del dubbio;2011;6,3;7;6;10
Il commissario Montalbano - La caccia al tesoro;2011;5,9;6;6;9
Il commissario Montalbano - La danza del gabbiano;2011;5,9;6;6;9
Il commissario Montalbano - Il campo del vasaio;2011;6,3;6;7;16
Il commissario Montalbano - La luna di carta;2008;6,1;6;6;12
Il commissario Montalbano - La pista di sabbia;2008;6;6;6;10
Il commissario Montalbano - La pazienza del ragno;2006;6,2;6;6;7
Il commissario Montalbano - Il gioco delle tre carte;2006;5,9;6;6;11
Il commissario Montalbano - La vampa d'agosto;2008;6,4;6;7;13
Il commissario Montalbano - Le ali della sfinge;2008;6,1;6;6;12
Some Velvet Morning;2013;5,8;5,67;6;21
The Pretty One;2013;5,9;6;6;11
Big Bad Wolves;2013;6,4;6,33;6;67
Run and Jump;2013;7;7;7;6
Plynace wiezowce;2013;6,2;6;6;4
A Birder's Guide to Everything;2013;6,4;7;6;20
For snoen faller;2013;7,3;6;9;4
Get a Job;2016;4,1;;4;9
The Monuments Men;2014;5,4;5,43;5;194
Whitewash;2013;5,7;6,33;5;4
The Machine;2013;5,2;5;5;41
Mr. Jones;2013;5,5;7;4;3
Sta per piovere;2013;5,3;6;5;3
Ostwind;2013;4,4;;4;14
Burden of Evil;2012;2,8;;3;4
UnHung Hero;2013;4,8;6;4;4
Cheap Thrills;2013;6,7;7;6;27
The Story of Luke;2013;6,6;7;6;25
La noche de Walpurgis;1971;6,8;8;6;5
Los pistoleros de Arizona;1965;5;;5;3
San Pietro;2005;3,8;3,5;4;9
Road Train;2010;7,4;9;6;6
Les Cordier, juge et flic: Trahie par les siens;1999;4,3;;4;3
Au nom du fils;2012;8;8;8;3
Mauro c'ha da fare;2013;4,3;3;6;5
La luna su Torino;2013;6,5;6,5;6;20
O Homem do Futuro;2011;5,5;;6;10
Il sogno dell'alieno;2013;3,3;;3;3
Fathers and Sons;2005;4,3;4;5;5
The Human Race;2013;5,7;6;5;4
Found;2012;6,9;;7;11
Nae-ga Sal-in-beom-i-da;2012;6;6;6;16
Noah;2014;5,3;5,41;5;221
Fedele alla linea;2013;6,9;7,11;7;38
Lo stato della follia;2013;7,3;7,33;;3
The Angriest Man in Brooklyn;2014;5,6;6;5;21
A Walk Among the Tombstones;2014;6,1;6;6;133
Penthouse North;2013;4,6;5;4;23
The Art of Flight;2011;4,3;6,5;2;3
Padre Pio - Tra cielo e terra;2000;2,3;2;3;12
Karol, un uomo diventato Papa;2005;3,3;2;5;26
Escobar: Paradise Lost;2014;6,1;6,13;6;88
Marquis;1989;8,2;7,67;9;6
Suite Noire: La reine des connes;2009;6;;6;3
Hollywood & Wine;2010;3,8;;4;4
A Trace of Danger;2010;5,2;;5;5
Dead Lines;2010;5,2;;5;5
No Surrender;2011;4,6;;5;12
Il commissario Montalbano - Il sorriso di Angelica;2013;4,3;3,67;5;17
Il commissario Montalbano - Il gioco degli specchi;2013;5,5;5,5;6;14
Il commissario Montalbano - Una voce di notte;2013;5,7;6;5;16
Il commissario Montalbano - Una lama di luce;2013;5,8;6,5;5;22
Ha-Buah;2006;7,5;8;7;3
Rubber's Lover;1996;6,7;;7;3
964 Pinocchio;1991;6,1;7;5;5
Maria Montessori: una vita per i bambini;2007;5,7;5;6;5
L'ultimo padrino;2008;5,5;5;6;6
Il giovane Casanova;2002;6;;6;3
Aldo Moro - Il presidente;2008;5,4;5;6;18
Trilussa - Storia d'amore e di poesia;2013;4,5;4,5;4;7
Sheer;2012;5,2;6;4;4
Caruso - La voce dell'amore;2012;2,8;2;4;4
Il caso Enzo Tortora - Dove eravamo rimasti?;2012;5,6;5;6;16
Il generale dei briganti;2012;5,4;;5;5
Il generale della Rovere;2011;3,9;3;5;5
Ploy;2007;7;8;6;5
The Colony;2013;5,2;5,4;5;76
American Masters: LennoNYC;2010;7;6;8;6
Ashug-Karibi;1988;8,4;8,2;9;10
Mary and Martha;2013;5,2;5;5;7
One Direction: This Is Us;2013;5,9;6;6;8
Buio;2013;5,6;;6;8
La mossa del pinguino;2013;5,8;5,92;6;95
Honour;2013;6,7;;7;3
Autumn Blood;2013;6,3;6,67;6;4
Spanking the Monkey;1994;6,8;7;7;6
Crush;2013;4,3;5;4;20
Les Cordier, juge et flic: Angela;2005;5,3;;5;3
Les Cordier, juge et flic: Portrait au scalpel;2001;6;;6;3
Linda geht tanzen;2011;4,7;;5;3
Sien nui yau wan;2011;6,8;6;8;3
The Big Bang;2010;4,2;4;4;13
O Sangue;1989;7,1;7;7;8
Great Expectations;2011;6,5;6;7;22
Barabbas;2012;3,8;;4;6
Le formiche della citta morta;2013;5,5;4;7;3
Inga Lindstrom: Prinzessin des Herzens;2010;5;;5;3
The Grand Budapest Hotel;2014;7,4;7,27;7;562
Paolo VI - Il Papa nella tempesta;2008;4,4;5;4;10
Alyce;2011;5;;5;10
Framed;1947;7,1;8;6;10
Sodoma - L'altra faccia di Gomorra;2012;4,3;;4;6
Xiao shi de zi dan;2012;6,4;7;6;18
The Guillotines;2012;5,7;6,33;5;18
The Living Desert;1953;8,1;8,67;8;5
Yokomichi yonosuke;2013;6,3;;6;3
Fat Man and Little Boy;1989;6,8;7;7;8
CBGB;2013;6,6;;7;5
Marco Ferreri, il regista che venne dal futuro;2007;7;7;7;3
Ink;2009;6,4;7;6;8
Summoned;2013;4,1;;4;12
Remember Sunday;2013;5,6;;6;19
Bears;2014;7,1;7;7;12
Gaten Ragnarok;2013;6,1;7;5;33
Assault on Wall Street;2013;5,3;;5;30
The Bag Man;2014;3,7;3;4;18
Tsunami Tour - Un comico vi seppellira;2013;6,6;8;5;6
Klassikko;2001;6,5;7;6;3
Finding Dory;2016;6,9;7,23;7;150
The Captive;2014;6,1;6,08;6;105
Romeo Killer: The Chris Porco Story;2013;4,5;;5;4
Absolute Deception;2013;3,8;4;4;14
My Sassy Girl;2008;4,2;4;4;17
Inga Lindstrom: Das dunkle Haus;2011;4,7;;5;6
Pacto de brujas;2003;3,7;;4;3
The Boxtrolls;2014;6,7;6,63;7;75
So this is Paris;1926;6,9;6,5;7;6
Schuhpalast Pinkus ;1916;5,8;5;7;4
Meyer aus Berlin ;1919;5,3;5;6;5
Shao Lin men;1976;7,3;8;7;3
Kohlhiesels Tochter ;1920;5,8;5;7;5
Captain America: The Winter Soldier;2014;6,5;6,6;6;265
Qi mou miao ji: Wu fu xing;1983;7,3;;7;3
Richard Pryor: Omit the Logic;2013;6;6;6;3
Obce cialo;2014;6;6;6;4
Fanny;2013;9;8;10;3
Open Grave;2013;4,8;4,4;5;45
Premature;2014;4,2;4;4;32
Grudge Match;2013;5,6;5,88;5;105
Walking with Dinosaurs 3D;2013;5,6;5,5;6;17
The Book Thief;2013;5,9;5,44;6;146
Jernanger;2009;4,7;4;5;4
Vacancy 2: The First Cut;2008;4,1;4;4;10
Frank;2014;6,4;5,92;7;121
For Those in Peril;2013;6,1;6,5;6;19
