MOVIE_TITLE;RELEASE_YEAR;TOMATOMETER_STATUS;RATING_TOMATOMETER;RATING_AUDIENCE;FRESH_CRITICS_COUNT;ROTTEN_CRITICS_COUNT;CRITICS_COUNT;TOP_CRITICS_COUNT
Hawaii;1966;Fresh;67;53;6;3;9;4
Heat;1986;Rotten;17;26;1;5;6;2
Heaven;1987;Fresh;67;67;4;2;6;1
Heaven Can Wait;1978;Certified-Fresh;88;68;36;5;41;8
Heidi;1937;Fresh;100;74;16;0;16;2
The Hidden Fortress (kakushi-toride No San-akunin);1958;Fresh;97;93;32;1;33;4
The Hills Have Eyes;1977;Fresh;65;54;17;9;26;2
The Hindenburg;1975;Rotten;36;37;5;9;14;1
The Hit;1984;Fresh;86;75;12;2;14;5
A Hole in the Head;1959;Fresh;75;49;6;2;8;0
Hot Pursuit;1987;Rotten;0;43;0;5;5;0
100 Bloody Acres;2013;Fresh;79;47;30;8;38;13
100 Girls;2000;Fresh;60;50;3;2;5;0
100 Streets;2017;Rotten;41;36;16;23;39;10
The Hound of the Baskervilles;1939;Fresh;91;83;10;1;11;0
The Hound of the Baskervilles;1959;Fresh;94;72;17;1;18;1
House (Ding Dong, You're Dead);1986;Rotten;57;46;8;6;14;1
House of Wax;1953;Certified-Fresh;95;72;40;2;42;6
House On Haunted Hill;1959;Fresh;88;73;23;3;26;4
Hud;1963;Fresh;82;89;23;5;28;4
The Human Factor;1979;Rotten;33;23;2;4;6;1
The Hunchback of Notre Dame;1923;Fresh;92;76;22;2;24;3
The Hunchback of Notre Dame;1900;Fresh;93;87;14;1;15;0
The Hunter;1980;Rotten;50;49;6;6;12;2
Hustle;1975;Fresh;63;48;5;3;8;1
I, the Jury;1982;Rotten;40;39;4;6;10;5
Imitation of Life;1959;Fresh;81;91;22;5;27;9
The Importance of Being Earnest;1900;Fresh;88;83;21;3;24;6
Impulse;;Rotten;25;21;2;6;8;2
In Cold Blood;1967;Fresh;84;88;32;6;38;10
The Incubus;1982;Rotten;29;22;2;5;7;0
Indiscreet;1958;Fresh;100;69;20;0;20;6
The Informer;1935;Fresh;94;77;15;1;16;0
Inherit the Wind;1960;Fresh;92;91;24;2;26;2
Intolerance;1916;Fresh;97;77;36;1;37;7
Invaders from Mars;1953;Fresh;82;56;9;2;11;0
Invaders From Mars;1986;Rotten;33;33;5;10;15;0
Invasion of the Body Snatchers;1956;Certified-Fresh;98;85;56;1;57;10
Invasion of the Body Snatchers;1978;Certified-Fresh;93;81;54;4;58;9
The Invisible Man;1933;Certified-Fresh;94;85;48;3;51;9
The Island;1980;Rotten;40;51;2;3;5;0
The Island of Dr. Moreau;1977;Rotten;56;40;14;11;25;3
Islands in the Stream;1977;Fresh;88;63;7;1;8;1
It;1927;Fresh;87;81;13;2;15;2
It's Alive;1973;Fresh;74;40;17;6;23;0
Ivanhoe;1952;Fresh;81;64;13;3;16;3
Jack and the Beanstalk;1952;Rotten;43;38;3;4;7;0
Jack Frost;1979;Rotten;57;61;4;3;7;3
Jamaica Inn;1939;Rotten;57;36;12;9;21;5
Jason and the Argonauts;1963;Certified-Fresh;89;79;40;5;45;5
The Jazz Singer;1927;Fresh;75;56;21;7;28;4
The Jazz Singer;1980;Rotten;19;70;4;17;21;4
Jesus Christ Superstar;1973;Rotten;52;76;13;12;25;3
Johnny Belinda;1948;Fresh;89;88;8;1;9;0
Judex;1963;Fresh;90;82;9;1;10;1
Julius Caesar;1953;Fresh;95;81;21;1;22;6
Julius Caesar;1970;Rotten;40;35;2;3;5;2
Jungle Book;1942;Rotten;57;56;8;6;14;4
Kansas;1988;Rotten;20;19;2;8;10;1
Kickboxer;1989;Rotten;36;65;4;7;11;3
Kid Galahad;1962;Rotten;40;57;2;3;5;0
The Killer Elite;1975;Rotten;50;34;7;7;14;3
The King and I;1956;Fresh;96;83;25;1;26;4
King Kong;1933;Certified-Fresh;98;86;63;1;64;12
King Kong;1976;Rotten;53;31;21;19;40;7
The King of Comedy;1983;Certified-Fresh;89;90;55;7;62;11
King of Kings;1961;Fresh;85;77;17;3;20;5
King Solomon's Mines;1950;Fresh;92;59;11;1;12;0
The Lady Vanishes;1938;Certified-Fresh;98;88;43;1;44;7
The Ladykillers;1955;Fresh;100;87;26;0;26;3
Laura;1944;Certified-Fresh;100;90;64;0;64;12
Legend;1985;Rotten;38;73;15;25;40;8
Les Miserables;1935;Fresh;83;85;10;2;12;3
The Letter;1940;Fresh;100;82;13;0;13;0
Lilies of the Field;1963;Fresh;91;86;21;2;23;4
The Lion in Winter;1968;Certified-Fresh;90;90;36;4;40;10
The Little Drummer Boy;1900;Fresh;75;57;9;3;12;5
Little Lord Fauntleroy;1936;Fresh;88;73;7;1;8;0
The Little Princess;1939;Fresh;88;81;7;1;8;0
A Little Romance;1979;Fresh;71;85;20;8;28;8
The Little Shop of Horrors;1960;Fresh;92;55;12;1;13;0
Little Shop of Horrors;1986;Certified-Fresh;90;79;46;5;51;10
Little Women;1933;Fresh;94;78;16;2;16;3
Little Women;1949;Fresh;71;83;5;2;7;3
Lock Up;1989;Rotten;23;50;3;10;13;0
Lolita;1962;Fresh;91;84;39;4;43;4
Long Day's Journey Into Night;1962;Fresh;94;86;16;1;17;2
The Long, Hot Summer;1958;Fresh;89;82;16;2;18;5
The Longest Yard;1974;Fresh;79;75;27;7;34;5
Look Back in Anger;1958;Fresh;92;76;11;1;12;1
The Lost Patrol;1934;Fresh;100;65;6;0;6;0
The Love Bug;1969;Fresh;76;66;13;4;17;5
Lovesick;1983;Rotten;40;29;2;3;5;0
Lust for Life;1956;Fresh;100;81;10;0;10;0
M;1931;Certified-Fresh;100;95;58;0;58;16
Madame X;1966;Fresh;60;80;3;2;5;0
Made in Heaven;1900;Rotten;50;83;6;6;12;1
The Magic Flute (Trollflojten);1975;Fresh;91;85;21;2;23;6
The Magnificent Ambersons;1942;Certified-Fresh;89;85;39;5;44;14
The Magnificent Seven;1960;Certified-Fresh;89;87;39;5;44;7
The Main Event;1979;Rotten;40;42;4;6;10;2
The Maltese Falcon;1941;Certified-Fresh;100;91;56;0;56;9
A Man for All Seasons;1966;Certified-Fresh;83;87;35;7;42;7
The Manchurian Candidate;1962;Certified-Fresh;97;90;57;2;59;10
The Manhattan Project;1986;Rotten;50;46;9;9;18;1
Manhunter;1986;Certified-Fresh;93;77;39;3;42;7
Mannequin;1987;Rotten;21;55;8;31;39;9
The Mark of Zorro;1920;Fresh;88;71;7;1;8;1
Marty;1955;Certified-Fresh;98;87;41;1;42;8
Masquerade;1988;Rotten;50;50;8;8;16;1
The Mechanic;1972;Rotten;25;66;2;6;8;1
The Men;1950;Fresh;77;74;10;3;13;4
Meteor;1979;Rotten;5;12;1;19;20;3
Metropolis;1927;Certified-Fresh;97;92;127;4;131;39
A Midsummer Night's Dream;1935;Fresh;91;62;10;1;11;0
Mighty Joe Young;1949;Fresh;95;63;19;1;20;1
The Miracle Worker;1962;Fresh;96;88;23;1;24;4
Missing in Action;1984;Rotten;19;42;3;13;16;1
The Mission;1986;Fresh;64;87;16;9;25;7
Mister Roberts;1955;Fresh;92;84;23;2;25;4
Moby Dick;1956;Fresh;86;73;19;3;22;5
Monkey Business;1931;Fresh;94;84;17;1;18;0
Monkey Business;1952;Fresh;88;68;22;3;25;5
Moonraker;1979;Fresh;60;43;31;21;52;9
Morning Glory;1933;Fresh;64;45;7;4;11;0
Moulin Rouge;1952;Fresh;78;90;7;2;9;1
Mr. & Mrs. Smith;1941;Fresh;67;48;14;7;21;5
Mrs. Soffel;1984;Rotten;36;45;4;7;11;4
The Mummy;1932;Certified-Fresh;88;72;37;5;42;7
The Mummy;1959;Fresh;89;64;8;1;9;0
Murder!;1930;Fresh;88;39;15;2;17;4
The Music Man;1962;Fresh;94;85;16;1;17;0
Mutiny on the Bounty;1935;Certified-Fresh;93;83;38;3;41;9
Mutiny on the Bounty;1962;Fresh;68;73;13;6;19;3
My Man Godfrey;1936;Fresh;97;90;36;1;37;7
Mysterious Island;1961;Fresh;80;63;12;3;15;0
Near Dark;1987;Certified-Fresh;88;74;44;6;50;9
Neighbors;1981;Rotten;57;49;4;3;7;1
Next of Kin;1989;Rotten;56;45;5;4;9;0
Nicholas and Alexandra;1971;Fresh;67;78;10;5;15;6
Night and Day;1946;Fresh;60;42;3;2;5;0
A Night at the Opera;1935;Certified-Fresh;98;91;39;1;40;6
Night of the Living Dead;1968;Certified-Fresh;97;87;68;2;70;10
A Night to Remember;1958;Fresh;100;90;21;0;21;4
Nighthawks;1981;Fresh;70;54;14;6;20;4
No Man's Land;1987;Rotten;50;63;3;3;6;1
No Mercy;1986;Rotten;27;28;4;11;15;5
No Way Out;1987;Certified-Fresh;91;72;41;4;45;13
The Nutty Professor;1963;Fresh;85;67;22;4;26;0
Obsession;1976;Fresh;73;59;19;7;26;4
The Odd Couple;1968;Fresh;97;89;35;1;36;6
Odd Man Out;1947;Fresh;100;86;30;0;30;8
The Odessa File;1974;Fresh;64;64;9;5;14;3
The Omen;1976;Certified-Fresh;86;80;43;7;50;7
On the Beach;1959;Fresh;76;69;16;5;21;3
On the Town;1949;Fresh;93;83;26;2;28;5
Only When I Laugh;1981;Rotten;57;42;4;3;7;1
Our Town;1940;Fresh;86;46;6;1;7;0
Out of the Dark;1989;Rotten;50;29;3;3;6;0
The Out-of-Towners;1970;Fresh;63;69;10;6;16;2
The Parent Trap;1961;Fresh;90;75;18;2;20;1
The Party;1968;Fresh;82;88;18;4;22;1
Pennies From Heaven;1981;Fresh;82;65;23;5;28;7
Peter Pan;1953;Fresh;81;80;29;7;36;6
The Phantom of the Opera;1989;Rotten;38;53;5;8;13;0
Phantom Of The Opera;1925;Certified-Fresh;90;84;45;5;50;11
The Picture of Dorian Gray;1945;Fresh;93;76;13;1;14;1
The Pink Panther;1963;Fresh;89;78;31;4;35;1
Piranha;1978;Fresh;69;41;18;8;26;0
The Pirates of Penzance;1983;Fresh;81;83;13;3;16;3
Pit and the Pendulum (The Pit and the Pendulum);1961;Fresh;87;74;20;3;23;2
Planet of the Apes;1968;Certified-Fresh;87;87;52;8;60;11
Point Blank;1967;Fresh;95;84;35;2;37;6
Pollyanna;1960;Fresh;86;79;12;2;14;2
Poltergeist;1982;Certified-Fresh;86;79;54;9;63;8
Popeye;1980;Fresh;61;39;20;13;33;5
The Poseidon Adventure;1972;Fresh;80;75;20;5;25;1
Posse;1975;Fresh;67;52;4;2;6;0
The Postman Always Rings Twice;1946;Fresh;89;79;24;3;27;1
The Postman Always Rings Twice;1981;Fresh;79;59;11;3;14;1
Power;1986;Rotten;50;45;6;6;12;3
Pride and Prejudice;1940;Fresh;100;77;11;0;11;2
The Prince and the Pauper;1937;Fresh;67;63;4;2;6;0
The Prisoner of Zenda;1937;Fresh;100;80;10;0;10;0
The Prisoner;1955;Fresh;71;71;5;2;7;0
The Producers;1968;Certified-Fresh;90;85;64;7;71;12
Project X;1987;Fresh;75;55;15;5;20;9
Prom Night;1980;Rotten;48;35;11;12;23;4
Promised Land;2013;Rotten;53;46;81;73;154;42
Prophecy;1979;Rotten;24;36;4;13;17;0
The Protector;1985;Rotten;20;45;1;4;5;0
The Prowler;1981;Fresh;67;49;4;2;6;0
The Public Enemy;1931;Fresh;100;84;31;0;31;4
Pulse;1988;Fresh;62;30;8;5;13;4
Quo Vadis?;1951;Fresh;88;73;15;2;17;6
A Raisin in the Sun;1961;Fresh;94;86;17;1;18;1
Raw Deal;1986;Rotten;23;28;3;10;13;1
The Razor's Edge;1946;Fresh;71;72;5;2;7;0
The Razor's Edge;1984;Rotten;50;77;8;8;16;2
Rear Window;1954;Certified-Fresh;99;95;73;1;74;19
Reckless;1984;Rotten;0;69;0;5;5;3
Red Dawn;1984;Rotten;46;65;11;13;24;1
Red Heat;1988;Fresh;67;37;16;8;24;6
The Red Shoes;1948;Certified-Fresh;97;92;57;2;59;16
Red Sonja;1985;Rotten;15;28;4;22;26;6
Monanieba (Repentance);1984;Fresh;67;90;8;4;12;5
Return to Oz;1985;Rotten;53;71;18;16;34;10
Revenge;;Rotten;35;54;6;11;17;2
Rich and Famous;1981;Rotten;57;38;8;6;14;2
Risky Business;1983;Certified-Fresh;92;72;45;4;49;7
Road House;1989;Rotten;39;66;17;27;44;12
Robin Hood;1973;Rotten;54;81;15;13;28;6
RoboCop;1987;Certified-Fresh;90;84;61;7;68;12
Rock 'n' Roll High School;1979;Fresh;81;75;22;5;27;3
Rocky;1976;Certified-Fresh;94;69;61;4;65;11
The Roman Spring of Mrs. Stone;1961;Rotten;0;60;0;5;5;0
Romeo and Juliet;1968;Fresh;95;74;35;2;37;5
Rudolph the Red-Nosed Reindeer;1964;Fresh;95;84;19;1;20;4
Runaway;1984;Rotten;47;32;9;10;19;3
Running Scared;1986;Rotten;57;58;12;9;21;6
Sabotage;1937;Fresh;100;69;11;0;11;1
Sabrina;1954;Fresh;92;89;35;3;38;8
Sahara;1943;Fresh;100;86;10;0;10;3
Samson and Delilah;1949;Fresh;63;59;5;3;8;4
Scanners;1981;Fresh;70;64;26;11;37;6
Scarecrow;1973;Fresh;75;79;18;6;24;8
Scarface;1932;Certified-Fresh;98;86;43;1;44;8
Scrooge;1970;Fresh;74;84;14;5;19;5
The Sea Hawk;1940;Fresh;93;87;13;1;14;0
Second Sight;1989;Rotten;0;29;0;0;6;0
Blind Terror (See No Evil);1971;Rotten;56;56;5;4;9;1
Separate Tables;1958;Fresh;69;76;11;5;16;0
Shadow of a Doubt;1943;Certified-Fresh;100;89;47;0;47;10
Shaft;1971;Certified-Fresh;88;68;37;5;42;7
The Shaggy Dog;1959;Fresh;68;48;13;6;19;4
Shakedown;1988;Fresh;63;40;5;3;8;6
Shall We Dance;1937;Fresh;89;85;8;1;9;0
The Shooting;1967;Fresh;100;65;20;0;20;2
Short Circuit;1986;Rotten;59;67;22;15;37;6
A Shot in the Dark;1964;Fresh;94;87;30;2;32;4
Show Boat;1951;Fresh;89;71;8;1;9;0
Silent Night, Deadly Night;1984;Rotten;35;39;7;13;20;2
The Silent Partner;1978;Fresh;71;85;4;2;7;1
Silver Streak;1976;Fresh;81;71;17;4;21;1
Simon;1980;Rotten;57;69;4;3;7;2
Sinbad the Sailor;1900;Fresh;80;60;4;1;5;0
Skin Deep;1989;Rotten;38;56;6;10;16;1
Sleeping Beauty;1959;Certified-Fresh;89;80;39;5;44;7
Something to Sing About;1937;Fresh;83;29;5;1;6;0
Sorcerer;1977;Fresh;79;83;31;8;39;8
Sparkle;1976;Rotten;10;90;1;9;10;2
Spartacus;1960;Certified-Fresh;93;87;57;4;61;9
Splash;1984;;;;39;4;;8
Spring Break;1983;Rotten;20;41;2;8;10;2
The Squeeze;1987;Rotten;14;29;1;6;7;1
The St. Valentine's Day Massacre;1967;Fresh;89;66;8;1;9;1
Stagecoach;1939;Certified-Fresh;100;86;45;0;45;7
Stage Fright;1950;Fresh;90;68;19;2;21;6
Stakeout;1987;Fresh;88;56;23;3;26;6
A Star Is Born;1937;Fresh;100;78;20;0;20;5
A Star Is Born;1954;Certified-Fresh;98;82;40;1;41;6
A Star is Born;1976;Rotten;36;64;14;25;39;7
101 Dalmatians;1961;Certified-Fresh;98;76;50;1;51;7
101 Dalmatians II: Patch's London Adventure;2002;Fresh;67;41;4;2;6;1
The Sting;1973;Certified-Fresh;94;95;59;4;63;10
The Stranger;1946;Fresh;96;81;27;1;28;5
A Streetcar Named Desire;1951;Certified-Fresh;98;90;59;1;60;13
Suddenly;1954;Fresh;100;63;9;0;9;1
Summer School;1987;Fresh;63;58;19;11;30;6
The Sundowners;1960;Fresh;75;62;9;3;12;2
The Sunshine Boys;1975;Fresh;71;73;20;8;28;3
Suspect;1987;Fresh;67;58;12;6;18;1
Suspicion;1941;Fresh;97;78;32;1;33;7
Svengali;1931;Fresh;83;80;5;1;6;0
Sweet Bird of Youth;1962;Fresh;72;72;13;5;18;4
Swing Time;1936;Fresh;97;87;28;1;29;5
Swiss Family Robinson;1960;Fresh;82;78;18;4;22;2
A Tale of Two Cities;1935;Fresh;92;84;12;1;13;0
The Taming of the Shrew;1967;Fresh;83;74;19;4;23;3
Target;1985;Fresh;71;35;5;2;7;0
Tarzan, the Ape Man;1981;Rotten;10;19;2;18;20;4
Tempest;1982;Rotten;55;74;6;5;11;2
The Ten Commandments;1923;Fresh;83;73;5;1;6;0
The Ten Commandments;1956;Fresh;89;87;33;4;37;6
Tales of Terror;1962;Fresh;71;63;10;4;14;0
That Championship Season;1900;Fresh;71;50;5;2;7;0
Them!;1954;Fresh;100;77;28;0;28;4
Shivers (They Came from Within) (The Parasite Murders);1975;Fresh;84;59;21;4;25;3
They Drive by Night;1940;Fresh;92;71;22;2;24;4
Thief;1981;Fresh;94;81;29;2;31;4
The Thing from Another World;1951;Fresh;89;73;32;4;36;4
The Thing;1982;Certified-Fresh;85;92;56;10;66;9
Thirst;1979;Fresh;100;41;5;0;5;1
This Gun for Hire;1942;Fresh;93;82;14;1;15;1
Three Amigos!;1986;Rotten;45;67;18;22;40;12
Tre Fratelli (Three Brothers);1981;Fresh;100;60;5;0;5;1
The Three Musketeers;1948;Fresh;78;74;7;2;9;1
The Three Musketeers;1973;Fresh;86;78;12;2;14;0
The Time Machine;1960;Fresh;76;79;28;9;37;3
Tommy;1975;Fresh;70;72;23;10;33;8
The Toolbox Murders;1978;Rotten;0;30;0;5;5;0
Top Secret!;1984;Fresh;77;80;27;8;35;7
I corpi presentano tracce di violenza carnale (Torso) (Bodies Bear Traces of Carnal Violence);1973;Rotten;50;55;4;4;8;1
Touch of Evil;1958;Certified-Fresh;95;92;74;4;78;23
Tough Guys;1986;Rotten;57;55;8;6;14;2
Treasure Island;1934;Fresh;100;74;7;0;7;0
Treasure Island;1950;Fresh;100;67;7;0;7;0
Le Proces (The Trial);1962;Fresh;83;87;30;6;36;8
The Trip;1967;Rotten;39;52;9;14;23;5
Twelve O'Clock High;1949;Fresh;96;87;24;1;25;5
Twins;1988;Rotten;43;39;18;24;42;10
Uncommon Valor;1983;Rotten;56;62;5;4;9;1
The Undefeated;1969;Rotten;29;65;2;5;7;2
Unfaithfully Yours;1948;Fresh;93;87;14;1;15;4
The Unforgiven;1960;Fresh;60;59;3;2;5;0
Valley Girl;1983;Fresh;83;72;24;5;29;4
Venom;1981;Rotten;43;31;3;4;7;1
Vice Versa;1988;Rotten;43;41;6;8;14;1
Victory;1981;Fresh;63;71;5;3;8;3
Village of the Damned;1900;Fresh;92;77;24;2;26;4
Walking Tall;1973;Fresh;75;71;9;3;12;0
The Warriors;1979;Fresh;90;88;35;4;39;4
Water;1900;Rotten;0;68;0;6;6;6
We're No Angels;1989;Rotten;47;41;9;10;19;2
Weird Science;1985;Rotten;57;69;20;15;35;5
When a Stranger Calls;1979;Rotten;41;49;7;10;17;2
Where the Boys Are;1960;Fresh;88;70;7;1;8;0
White Christmas;1954;Certified-Fresh;77;88;33;10;43;10
Willard;1900;Rotten;57;38;13;10;23;2
Winchester '73;1950;Fresh;100;86;27;0;27;6
Witness;1985;Certified-Fresh;93;80;38;3;41;10
A Woman's Face;1941;Fresh;100;82;7;0;7;0
The Women;1939;Fresh;92;88;23;2;25;8
The Wrong Man;1956;Fresh;92;75;23;2;25;2
Wuthering Heights;1939;Fresh;96;85;22;1;23;1
Year of the Dragon;1985;Rotten;56;52;10;8;18;2
The Yearling;1946;Fresh;100;76;14;0;14;0
Yours, Mine and Ours;1968;Rotten;50;80;6;6;12;2
Blue Steel;;Fresh;75;35;18;6;24;6
Where the Heart Is;;Rotten;10;58;1;9;10;1
The Guardian;;Rotten;30;32;3;7;10;1
Mystery Train;1989;Fresh;89;87;31;4;35;6
Revolution;1985;Rotten;10;32;2;18;20;6
Henry V;1989;Certified-Fresh;100;89;40;0;40;11
Kiss of Death;1947;Fresh;88;76;15;2;17;2
Conquest;1937;Fresh;100;50;5;0;5;1
Alice in Wonderland;1951;Fresh;81;78;26;6;32;6
My Blue Heaven;;Fresh;71;59;12;5;17;2
State Fair;1945;Fresh;83;78;5;1;6;0
Dick Tracy;;Fresh;63;53;34;20;54;13
Bombshell (Blonde Bombshell);1933;Fresh;90;74;9;1;10;0
Navy Seals;;Rotten;19;42;6;26;32;11
Goodbye, Mr. Chips;1969;Fresh;100;71;5;0;5;1
102 Dalmatians;2000;Rotten;31;32;28;62;90;28
The Champ;1931;Fresh;90;74;9;1;10;2
Narrow Margin;;Rotten;57;50;8;6;14;3
Red Dust;1932;Fresh;100;78;8;0;8;0
Desperate Hours;;Rotten;36;23;4;7;11;3
Ghost;;Certified-Fresh;74;80;55;19;74;18
Memphis Belle;;Fresh;67;79;16;8;24;8
Faust;1926;Fresh;94;91;29;2;31;10
Gun Crazy (Deadly Is the Female);1950;Certified-Fresh;98;84;39;1;40;10
The Jungle Book;1967;Certified-Fresh;88;82;35;5;40;5
The Long Goodbye;1973;Certified-Fresh;93;88;42;3;45;9
Houdini;1953;Fresh;85;59;11;2;13;0
Avalon;;Fresh;85;77;22;4;26;3
The Rookie;;Rotten;29;36;4;10;14;4
The Long Walk Home;1990;Fresh;87;84;13;2;15;4
Anastasia;1956;Fresh;91;78;11;1;11;0
Jane Eyre;1944;Fresh;100;83;13;0;13;0
The Pit and the Pendulum;1991;Rotten;56;39;5;4;9;1
GoodFellas;;Certified-Fresh;96;97;96;4;100;28
After Hours;1985;Certified-Fresh;89;87;50;6;56;12
White Fang;1991;Fresh;65;63;13;7;20;7
Boy Meets Girl (1984);1984;Fresh;100;73;10;0;10;3
Mata Hari;1932;Fresh;63;55;5;3;8;4
Alice;;Fresh;75;57;21;7;28;6
Hidden Agenda;;Fresh;85;72;17;3;20;6
The Connection;1900;Fresh;95;79;19;1;20;7
The Entertainer;1960;Fresh;77;73;10;3;13;0
Sorry, Wrong Number;1948;Fresh;86;78;19;3;22;5
Awakenings;;Fresh;88;89;29;4;33;4
Diabolique (Les Diaboliques);1955;Certified-Fresh;96;93;45;2;47;10
True Colors;1991;Rotten;47;45;7;8;15;5
Switch;1991;Rotten;32;43;6;13;19;3
The Field;;Rotten;43;81;6;8;14;6
Oscar;1991;Rotten;12;63;2;15;17;2
Night Nurse;1931;Fresh;86;73;6;1;7;0
Fury;1936;Fresh;100;89;16;0;16;0
Possessed;1947;Fresh;90;76;9;1;10;1
Born to Kill;1947;Fresh;83;75;5;1;6;0
Toy Soldiers;1991;Rotten;36;66;5;9;14;3
Come and See (Idi i smotri);1985;Fresh;97;95;33;1;34;7
The Miracle;1991;Fresh;67;62;6;3;9;3
Hot Shots!;1991;Fresh;83;65;20;4;24;2
Dogfight;1991;Fresh;78;87;14;4;18;3
The Hitman;1991;Rotten;13;45;1;7;8;0
Teacher's Pet;1958;Fresh;86;71;6;1;7;1
Shattered;1991;Rotten;36;56;5;9;14;2
Romeo and Juliet;1936;Fresh;78;50;7;2;9;0
The Doctor;1991;Fresh;82;72;14;3;17;4
Paradise;1991;Rotten;36;50;4;7;11;2
The Commitments;1991;Certified-Fresh;89;90;39;5;44;11
Frankie & Johnny;1991;Fresh;66;67;19;10;29;10
Deceived;1991;Rotten;37;42;7;12;19;4
The Star;1952;Rotten;29;60;2;5;7;1
Poison;1991;Fresh;77;68;17;5;22;8
Cape Fear;1991;Certified-Fresh;74;77;37;13;50;12
Homo Faber (Voyager);1991;Rotten;56;72;5;4;9;2
My Girl;1991;Rotten;53;77;9;8;17;3
JFK;1991;Certified-Fresh;84;88;53;10;63;13
The Man in the Moon;1991;Fresh;90;85;18;2;20;5
The Prize;1963;Rotten;50;68;5;5;10;2
The Train;1965;Fresh;92;89;12;1;13;0
Father of the Bride;1991;Fresh;70;70;30;13;43;9
Rush;1991;Fresh;71;72;20;8;28;10
Medicine Man;1992;Rotten;19;46;4;17;21;3
Platinum Blonde;1931;Fresh;88;66;7;1;8;0
The Uninvited;1944;Fresh;95;81;19;1;20;4
The Italian Job;1969;Fresh;83;86;24;5;29;7
Beethoven;1992;Rotten;30;35;8;19;27;7
Tacones Lejanos (High Heels);1991;Rotten;53;83;8;7;15;4
The Babe;1992;Rotten;46;37;17;20;37;14
The Cutting Edge;1992;Rotten;57;76;20;15;35;12
Gladiator;1900;Rotten;31;68;4;9;13;6
Kid Galahad;1937;Fresh;100;68;5;0;5;0
Deep Cover;1992;Fresh;82;77;18;4;22;9
All I Want for Christmas;1991;Rotten;0;59;0;14;14;5
Class Act;1992;Rotten;17;72;2;10;12;1
Edward II;1992;Fresh;100;75;10;0;10;1
A Midnight Clear;1992;Certified-Fresh;88;79;35;5;40;13
Boomerang;1992;Rotten;43;59;15;20;35;10
Rapid Fire;1992;Rotten;45;55;10;12;22;5
Live Wire;1992;Rotten;0;30;0;5;5;0
Of Mice and Men;1992;Fresh;97;82;28;1;29;7
Body Parts;1991;Rotten;41;33;7;10;17;1
Cool World;1992;Rotten;6;31;3;45;48;11
Singles;1992;Certified-Fresh;79;72;41;11;52;15
The Naked City;1948;Fresh;88;80;21;3;24;4
Conquest of Space;1955;Fresh;60;26;3;2;5;2
Wind;1992;Rotten;50;82;6;6;12;3
The Last of the Mohicans;1992;Certified-Fresh;93;88;39;3;42;9
Consenting Adults;1992;Rotten;25;24;3;9;12;2
Husbands and Wives;1992;Certified-Fresh;93;87;38;3;41;13
Hero;1992;Fresh;67;50;14;7;21;1
Ned Kelly (Ned Kelly, Outlaw);1970;Rotten;27;26;3;8;11;3
Hallelujah;1929;Fresh;83;55;10;2;12;3
The Sea Wolf;1941;Fresh;100;76;5;0;5;0
Forever Young;1992;Rotten;57;53;13;10;23;6
Matinee;1992;Fresh;92;62;33;3;36;4
Unforgiven;1992;Certified-Fresh;96;93;102;4;106;28
Leap of Faith;1992;Fresh;64;45;14;8;22;2
Malcolm X;1992;Certified-Fresh;88;91;52;7;59;12
Love on the Run;1936;Fresh;80;61;4;1;5;0
Scent of a Woman;1992;Certified-Fresh;89;92;39;5;44;9
Nowhere to Run;1993;Rotten;30;32;7;16;23;8
Sniper;1993;Rotten;38;55;5;8;13;2
The Vanishing;1993;Rotten;49;46;18;19;37;8
The Crush;1993;Rotten;25;41;7;21;28;4
Boiling Point;1993;Rotten;18;21;2;9;11;1
Indian Summer;1993;Rotten;58;65;11;8;19;5
Alive;1993;Rotten;59;68;16;11;27;6
Point of No Return (The Assassin);1993;Rotten;50;50;12;12;24;5
Brother's Keeper;1992;Fresh;100;88;17;0;17;3
Born Yesterday;1993;Rotten;23;27;6;20;26;11
Stalker;1979;Certified-Fresh;100;93;41;0;41;12
The Browning Version;1951;Fresh;89;95;17;2;19;4
Posse;1993;Rotten;29;48;5;12;17;5
Made in America;1993;Rotten;31;30;9;20;29;3
Cliffhanger;1993;Fresh;69;52;37;17;54;20
Frankenstein;1992;Rotten;17;47;1;5;6;1
The Firm;1993;Certified-Fresh;75;64;42;14;56;11
The Black Scorpion;1957;Fresh;60;33;3;2;5;0
The Lodger: A Story of the London Fog;1928;Fresh;96;76;24;1;25;7
Equinox;1992;Rotten;33;42;3;6;9;1
Gypsy;1900;Rotten;57;76;4;3;7;0
Wide Sargasso Sea;1993;Fresh;65;37;13;7;20;8
The Secret Garden;1993;Certified-Fresh;88;80;37;5;42;17
Strictly Ballroom;1992;Certified-Fresh;93;87;40;3;43;6
Calendar Girl;1900;Rotten;11;31;2;17;19;10
Savage Messiah;1972;Fresh;60;79;6;4;10;3
Deadfall;1993;Rotten;0;25;0;6;6;1
Much Ado About Nothing;1993;Certified-Fresh;90;86;44;5;49;13
Airborne;1900;Rotten;21;59;3;11;14;8
Gettysburg;1993;Fresh;77;89;17;5;22;6
Fatal Instinct;1993;Rotten;18;40;4;18;22;8
High Noon;1952;Certified-Fresh;97;89;56;2;58;10
A Home of Our Own;1993;Rotten;50;73;6;6;12;3
The Fugitive;1993;Certified-Fresh;96;89;74;3;77;19
